ID,Cognateset_ID,Language_ID,ISO639P3code,Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
859,587-238,Hefei,,"the ant",587,587,ma²⁴zɿ²⁴,238,m a ²⁴ z ɿ ²⁴,
860,587-238,Yangzhou,,"the ant",587,587,mɑ⁴²i⁰,238,m ɑ ⁴² i ⁰,
861,587-240,Suzhou,,"the ant",587,587,mo²⁴₂₂mi³¹₃₃,240,m o ²⁴ m i ³¹,
862,587-238,Suzhou,,"the ant",587,587,mo²⁴₂₂ȵi²⁴₃₃,238,m o ²⁴ nʲ i ²⁴,
863,587-283,Wenzhou,,"the ant",587,587,fu⁴⁵ŋa²⁴,283,f u ⁴⁵ ŋ a ²⁴,
864,587-238,Changsha,,"the ant",587,587,ma⁴¹ȵi⁰,238,m a ⁴¹ nʲ i ⁰,
865,587-238,Nanchang,,"the ant",587,587,ma²¹³ȵi⁰,238,m a ²¹³ nʲ i ⁰,
866,587-244,Meixian,,"the ant",587,587,ŋɛ⁴²,244,ŋ ɛ ⁴²,
867,587-244,Guangzhou,,"the ant",587,587,ŋɐi²³,244,ŋ ɐ i ²³,
868,587-244,Yangjiang,,"the ant",587,587,ŋɐi²¹,244,ŋ ɐ i ²¹,
869,587-301,Xiamen,,"the ant",587,587,kau⁵¹₅₅hia³³,301,k a u ⁵¹ h i a ³³,
870,587-244,Chaozhou,,"the ant",587,587,hia³⁵,244,h i a ³⁵,
871,587-307,Fuzhou,,"the ant",587,587,øyŋ⁵²₃₁ŋie²⁴²,307,ø y ŋ ⁵² ŋ i e ²⁴²,
872,1886-701,Beijing,,"the armpit",1886,1886,ka⁵⁵tʂʅ⁰uo⁵⁵,701,k a ⁵⁵ ʈʂ ʅ ⁰ u o ⁵⁵,
873,1886-701,Jinan,,"the armpit",1886,1886,ka⁴²tʂʅ⁰uə²¹³,701,k a ⁴² ʈʂ ʅ ⁰ u ə ²¹³,
874,1886-701,Shenyang,,"the armpit",1886,1886,ka³⁵tɕi³³uər³³,701,k a ³⁵ tɕ i ³³ u ə r ³³,
875,1886-701,Xian,,"the armpit",1886,1886,kə²¹tsou²¹₂₄uo²¹,701,k ə ²¹ ts o u ²¹ u o ²¹,
876,1886-705,Chengdu,,"the armpit",1886,1886,tɕia³¹tsɿ⁴⁴uər⁴⁴,705,tɕ i a ³¹ ts ɿ ⁴⁴ u ə r ⁴⁴,
877,1886-701,Kunming,,"the armpit",1886,1886,kə³¹tʂʅ⁴⁴uo⁴⁴,701,k ə ³¹ ʈʂ ʅ ⁴⁴ u o ⁴⁴,
878,1886-702,Hefei,,"the armpit",1886,1886,kɐʔ⁴nɔ²⁴tʂʰʅ⁰,702,k ɐ ʔ ⁴ n ɔ ²⁴ ʈʂʰ ʅ ⁰,
879,1886-703,Yangzhou,,"the armpit",1886,1886,kæʔ⁴tsɑ⁵⁵o³¹,703,k æ ʔ ⁴ ts ɑ ⁵⁵ o ³¹,
880,1886-701,Suzhou,,"the armpit",1886,1886,kaʔ⁴tsʮ⁴⁴₃₅əu⁴⁴₂₁,701,k a ʔ ⁴ ts ʮ ⁴⁴ ə u ⁴⁴,
881,1886-706,Wenzhou,,"the armpit",1886,1886,la³¹tsa²³ɦo²⁴,706,l a ³¹ ts a ²³ ɦ o ²⁴,
882,1886-709,Changsha,,"the armpit",1886,1886,ɕie²⁴la²⁴o³³,709,ɕ i e ²⁴ l a ²⁴ o ³³,
883,1886-707,Nanchang,,"the armpit",1886,1886,ɕiɛt⁵kak⁵,707,ɕ i ɛ t ⁵ k a k ⁵,
884,1886-708,Meixian,,"the armpit",1886,1886,hiap²¹ha⁴⁴,708,h i a p ²¹ h a ⁴⁴,
885,1886-711,Guangzhou,,"the armpit",1886,1886,kak³³lɐk⁵tɐi³⁵,711,k a k ³³ l ɐ k ⁵ t ɐ i ³⁵,
886,1886-712,Yangjiang,,"the armpit",1886,1886,kɐp²⁴ʃɐp²⁴,712,k ɐ p ²⁴ ʃ ɐ p ²⁴,
887,1886-713,Xiamen,,"the armpit",1886,1886,ko⁵¹e³³₁₁kʰaŋ⁵⁵,713,k o ⁵¹ e ³³ kʰ a ŋ ⁵⁵,
888,1886-704,Chaozhou,,"the armpit",1886,1886,koʔ²¹₃tʰaŋ⁵³₂₄e³⁵,704,k o ʔ ²¹ tʰ a ŋ ⁵³ e ³⁵,
889,1886-710,Fuzhou,,"the armpit",1886,1886,kɔ³¹louʔ⁴a²¹²,710,k ɔ ³¹ l o u ʔ ⁴ a ²¹²,
890,677-510,Beijing,,"the axe",677,677,fu²¹⁴₂₁tsɿ⁰,510,f u ²¹⁴ ts ɿ ⁰,
891,677-522,Beijing,,"the axe",677,677,pʰi²¹⁴₂₁tʂʰai⁰,522,pʰ i ²¹⁴ ʈʂʰ a i ⁰,
892,677-510,Jinan,,"the axe",677,677,fu⁵⁵tsɿ⁰,510,f u ⁵⁵ ts ɿ ⁰,
893,677-524,Shenyang,,"the axe",677,677,fu²¹³₂₁tʰou⁰,524,f u ²¹³ tʰ o u ⁰,
894,677-522,Shenyang,,"the axe",677,677,pʰi²¹³₂₁tsʰai⁰,522,pʰ i ²¹³ tsʰ a i ⁰,
895,677-510,Xian,,"the axe",677,677,fu⁵³tsɿ⁰,510,f u ⁵³ ts ɿ ⁰,
896,677-524,Chengdu,,"the axe",677,677,fu⁵³tʰəu³¹,524,f u ⁵³ tʰ ə u ³¹,
897,677-510,Kunming,,"the axe",677,677,fu⁵³tsɿ⁵³,510,f u ⁵³ ts ɿ ⁵³,
898,677-524,Hefei,,"the axe",677,677,fu²⁴tʰɯ⁰,524,f u ²⁴ tʰ ɯ ⁰,
899,677-522,Hefei,,"the axe",677,677,pʰiəʔ⁴tʂʰɛ⁵⁵,522,pʰ i ə ʔ ⁴ ʈʂʰ ɛ ⁵⁵,
900,677-524,Yangzhou,,"the axe",677,677,fu⁴²tʰɤɯ⁰,524,f u ⁴² tʰ ɤ ɯ ⁰,
901,677-510,Yangzhou,,"the axe",677,677,fu⁴²tsɛ⁰,510,f u ⁴² ts ɛ ⁰,
902,677-524,Suzhou,,"the axe",677,677,fu⁴¹dʏ²⁴,524,f u ⁴¹ d ʏ ²⁴,
903,677-522,Suzhou,,"the axe",677,677,pʰiɪʔ⁴zɒ²⁴,522,pʰ i ɪ ʔ ⁴ z ɒ ²⁴,
904,677-524,Wenzhou,,"the axe",677,677,fu⁴⁵diu³¹,524,f u ⁴⁵ d i u ³¹,
905,677-524,Changsha,,"the axe",677,677,fu⁴¹təu⁰,524,f u ⁴¹ t ə u ⁰,
906,677-524,Nanchang,,"the axe",677,677,fu²¹³tʰɛu²⁴,524,f u ²¹³ tʰ ɛ u ²⁴,
907,677-524,Meixian,,"the axe",677,677,pu³¹tʰɛu¹²,524,p u ³¹ tʰ ɛ u ¹²,
908,677-524,Guangzhou,,"the axe",677,677,fu³⁵tʰɐu²¹₃₅,524,f u ³⁵ tʰ ɐ u ²¹,
909,677-524,Yangjiang,,"the axe",677,677,pou²¹tʰɐu⁴⁴³,524,p o u ²¹ tʰ ɐ u ⁴⁴³,
910,677-524,Xiamen,,"the axe",677,677,pɔ⁵¹₅₅tʰau²⁴,524,p ɔ ⁵¹ tʰ a u ²⁴,
911,677-514,Xiamen,,"the axe",677,677,tsʰa²⁴₃₃te¹¹,514,tsʰ a ²⁴ t e ¹¹,
912,677-524,Chaozhou,,"the axe",677,677,pou⁵³₂₄tʰau⁵⁵,524,p o u ⁵³ tʰ a u ⁵⁵,
913,677-524,Fuzhou,,"the axe",677,677,puɔ³¹lau⁵²,524,p u ɔ ³¹ l a u ⁵²,
914,1927-611,Beijing,,"the bamboo",1927,1927,tʂu⁵⁵tsɿ⁰,611,ʈʂ u ⁵⁵ ts ɿ ⁰,
915,1927-611,Jinan,,"the bamboo",1927,1927,tʂn²¹³tsɿ⁰,611,ʈʂ n ²¹³ ts ɿ ⁰,
916,1927-611,Shenyang,,"the bamboo",1927,1927,tsu³⁵tsɿ⁰,611,ts u ³⁵ ts ɿ ⁰,
917,1927-611,Xian,,"the bamboo",1927,1927,tsou²¹tsɿ⁰,611,ts o u ²¹ ts ɿ ⁰,
918,1927-611,Chengdu,,"the bamboo",1927,1927,tsu³¹tsɿ⁵³,611,ts u ³¹ ts ɿ ⁵³,
919,1927-611,Kunming,,"the bamboo",1927,1927,tʂu³¹tsɿ⁵³,611,ʈʂ u ³¹ ts ɿ ⁵³,
920,1927-611,Hefei,,"the bamboo",1927,1927,tʂuəʔ⁴tsə⁰,611,ʈʂ u ə ʔ ⁴ ts ə ⁰,
921,1927-611,Yangzhou,,"the bamboo",1927,1927,tsɔʔ⁴tsɛ⁰,611,ts ɔ ʔ ⁴ ts ɛ ⁰,
922,1927-612,Suzhou,,"the bamboo",1927,1927,tsoʔ⁴dʏ²⁴,612,ts o ʔ ⁴ d ʏ ²⁴,
923,1927-610,Wenzhou,,"the bamboo",1927,1927,tɕiu²³,610,tɕ i u ²³,
924,1927-611,Changsha,,"the bamboo",1927,1927,tsəu²⁴tsɿ⁰,611,ts ə u ²⁴ ts ɿ ⁰,
925,1927-611,Nanchang,,"the bamboo",1927,1927,tsuk⁵tsɿ⁰,611,ts u k ⁵ ts ɿ ⁰,
926,1927-613,Meixian,,"the bamboo",1927,1927,tsuk²¹ɛ⁰,613,ts u k ²¹ ɛ ⁰,
927,1927-610,Guangzhou,,"the bamboo",1927,1927,tʃʊk⁵,610,tʃ ʊ k ⁵,
928,1927-610,Yangjiang,,"the bamboo",1927,1927,tʃʊk²⁴,610,tʃ ʊ k ²⁴,
929,1927-614,Xiamen,,"the bamboo",1927,1927,tiʔ⁵a⁵¹,614,t i ʔ ⁵ a ⁵¹,
930,1927-610,Chaozhou,,"the bamboo",1927,1927,tek²¹,610,t e k ²¹,
931,1927-610,Fuzhou,,"the bamboo",1927,1927,tøyʔ²³,610,t ø y ʔ ²³,
932,2513-454,Beijing,,"the small chicken (chicken chick)",2513,2513,ɕiau²¹⁴₂₁tɕir⁵⁵,454,ɕ i a u ²¹⁴ tɕ i r ⁵⁵,
933,2513-454,Jinan,,"the small chicken (chicken chick)",2513,2513,ɕiɔ⁵⁵tɕir²¹³,454,ɕ i ɔ ⁵⁵ tɕ i r ²¹³,
934,2513-456,Shenyang,,"the small chicken (chicken chick)",2513,2513,tɕi³³tsair²¹³,456,tɕ i ³³ ts a i r ²¹³,
935,2513-458,Xian,,"the small chicken (chicken chick)",2513,2513,tɕi²¹uɑ⁰,458,tɕ i ²¹ u ɑ ⁰,
936,2513-454,Kunming,,"the small chicken (chicken chick)",2513,2513,ɕiau⁵³tɕi⁴⁴,454,ɕ i a u ⁵³ tɕ i ⁴⁴,
937,2513-454,Hefei,,"the small chicken (chicken chick)",2513,2513,ɕiɔ²⁴tsɿ²¹²,454,ɕ i ɔ ²⁴ ts ɿ ²¹²,
938,2513-455,Yangzhou,,"the small chicken (chicken chick)",2513,2513,ɕiɔ⁴²tɕi³¹tsɛ⁰,455,ɕ i ɔ ⁴² tɕ i ³¹ ts ɛ ⁰,
939,2513-454,Suzhou,,"the small chicken (chicken chick)",2513,2513,siæ⁴¹tɕi⁴⁴₃₅,454,s i æ ⁴¹ tɕ i ⁴⁴,
940,2513-459,Wenzhou,,"the small chicken (chicken chick)",2513,2513,tsɿ⁴⁴ῃ⁰,459,ts ɿ ⁴⁴ ŋ̍ ⁰,
941,2513-457,Changsha,,"the small chicken (chicken chick)",2513,2513,tɕi³³tsai⁴¹tsɿ⁰,457,tɕ i ³³ ts a i ⁴¹ ts ɿ ⁰,
942,2513-457,Nanchang,,"the small chicken (chicken chick)",2513,2513,tɕi⁴²tsai²¹³tsɿ⁰,457,tɕ i ⁴² ts a i ²¹³ ts ɿ ⁰,
943,2513-463,Meixian,,"the small chicken (chicken chick)",2513,2513,sɛ⁴²kɛ⁴⁴ɛ⁰,463,s ɛ ⁴² k ɛ ⁴⁴ ɛ ⁰,
944,2513-460,Guangzhou,,"the small chicken (chicken chick)",2513,2513,kɐi⁵³tʃɐi³⁵,460,k ɐ i ⁵³ tʃ ɐ i ³⁵,
945,2513-460,Yangjiang,,"the small chicken (chicken chick)",2513,2513,kɐi³³tʃɐi²¹,460,k ɐ i ³³ tʃ ɐ i ²¹,
946,2513-461,Xiamen,,"the small chicken (chicken chick)",2513,2513,kue⁵⁵₃₃a⁵¹,461,k u e ⁵⁵ a ⁵¹,
947,2513-462,Chaozhou,,"the small chicken (chicken chick)",2513,2513,koi³³₂₃kĩã⁵³koi³³₂₃nua²¹³,462,k o i ³³ k ĩ ã ∼ ⁵³,
948,2513-462,Fuzhou,,"the small chicken (chicken chick)",2513,2513,kie⁴⁴₅₂iaŋ³¹,462,k i e ⁴⁴ i a ŋ ³¹,
949,2513-454,Chengdu,,"the small chicken (chicken chick)",2513,2513,ɕiau⁵³tɕi⁴⁴,454,ɕ i a u ⁵³ tɕ i ⁴⁴,
950,1224-473,Beijing,,"the boar (male pig) liver",1224,1224,tʂu⁵⁵kanr⁵⁵,473,ʈʂ u ⁵⁵ k a n r ⁵⁵,
951,1224-473,Jinan,,"the boar (male pig) liver",1224,1224,tʂu²¹³kæ̃²¹³,473,ʈʂ u ²¹³ k æ̃ ∼ ²¹³,
952,1224-473,Shenyang,,"the boar (male pig) liver",1224,1224,tsu³⁵kanr³³,473,ts u ³⁵ k a n r ³³,
953,1224-473,Xian,,"the boar (male pig) liver",1224,1224,pfu²¹₂₄kæ̃²¹,473,pf u ²¹ k æ̃ ∼ ²¹,
954,1224-474,Chengdu,,"the boar (male pig) liver",1224,1224,tsu⁴⁴kan⁴⁴tsɿ⁵³,474,ts u ⁴⁴ k a n ⁴⁴ ts ɿ ⁵³,
955,1224-473,Chengdu,,"the boar (male pig) liver",1224,1224,tsu⁴⁴kər⁴⁴,473,ts u ⁴⁴ k ə r ⁴⁴,
956,1224-473,Kunming,,"the boar (male pig) liver",1224,1224,tʂu⁴⁴kã⁴⁴,473,ʈʂ u ⁴⁴ k ã ∼ ⁴⁴,
957,1224-473,Hefei,,"the boar (male pig) liver",1224,1224,tʂu²¹²kæ̃²¹²,473,ʈʂ u ²¹² k æ̃ ∼ ²¹²,
958,1224-473,Yangzhou,,"the boar (male pig) liver",1224,1224,tsu³¹kɛ̃³¹,473,ts u ³¹ k ɛ̃ ∼ ³¹,
959,1224-473,Suzhou,,"the boar (male pig) liver",1224,1224,tsʮ⁴⁴kø⁴⁴₂₁,473,ts ʮ ⁴⁴ k ø ⁴⁴,
960,1224-473,Wenzhou,,"the boar (male pig) liver",1224,1224,tsei⁴⁴ky⁴⁴,473,ts e i ⁴⁴ k y ⁴⁴,
961,1224-473,Changsha,,"the boar (male pig) liver",1224,1224,tɕy³³kan³³,473,tɕ y ³³ k a n ³³,
962,1224-477,Nanchang,,"the boar (male pig) liver",1224,1224,iɛt⁵tsɿ⁰,477,i ɛ t ⁵ ts ɿ ⁰,
963,1224-473,Meixian,,"the boar (male pig) liver",1224,1224,tsu⁴⁴kɔn⁴⁴,473,ts u ⁴⁴ k ɔ n ⁴⁴,
964,1224-475,Guangzhou,,"the boar (male pig) liver",1224,1224,tʃy⁵³jøn²²₃₅,475,tʃ y ⁵³ j ø n ²²,
965,1224-476,Yangjiang,,"the boar (male pig) liver",1224,1224,tʃi³³ʃɐp²⁴,476,tʃ i ³³ ʃ ɐ p ²⁴,
966,1224-473,Xiamen,,"the boar (male pig) liver",1224,1224,ti⁵⁵₃₃kũã⁵⁵,473,t i ⁵⁵ k ũ ã ∼ ⁵⁵,
967,1224-473,Chaozhou,,"the boar (male pig) liver",1224,1224,tɯ³³₂₃kũã³³,473,t ɯ ³³ k ũ ã ∼ ³³,
968,1224-473,Fuzhou,,"the boar (male pig) liver",1224,1224,ty⁴⁴aŋ⁴⁴,473,t y ⁴⁴ a ŋ ⁴⁴,
969,189-646,Beijing,,"the body hair (hair or fur)",189,189,tʰou³⁵fa⁰,646,tʰ o u ³⁵ f a ⁰,
970,189-646,Jinan,,"the body hair (hair or fur)",189,189,tʰou⁴²fa⁰,646,tʰ o u ⁴² f a ⁰,
971,189-646,Shenyang,,"the body hair (hair or fur)",189,189,tʰou³⁵fa⁰,646,tʰ o u ³⁵ f a ⁰,
972,189-646,Xian,,"the body hair (hair or fur)",189,189,tʰou²⁴fɑ⁰,646,tʰ o u ²⁴ f ɑ ⁰,
973,189-646,Chengdu,,"the body hair (hair or fur)",189,189,tʰəu³¹fa³¹₄₄,646,tʰ ə u ³¹ f a ³¹,
974,189-646,Kunming,,"the body hair (hair or fur)",189,189,tʰəu³¹fa³¹₄₄,646,tʰ ə u ³¹ f a ³¹,
975,189-646,Hefei,,"the body hair (hair or fur)",189,189,tʰɯ⁵⁵fɐʔ⁴,646,tʰ ɯ ⁵⁵ f ɐ ʔ ⁴,
976,189-646,Yangzhou,,"the body hair (hair or fur)",189,189,tʰɤɯ³⁴fæʔ⁴,646,tʰ ɤ ɯ ³⁴ f æ ʔ ⁴,
977,189-646,Suzhou,,"the body hair (hair or fur)",189,189,dʏ²⁴₂₂faʔ⁴,646,d ʏ ²⁴ f a ʔ ⁴,
978,189-646,Wenzhou,,"the body hair (hair or fur)",189,189,diu³¹fo²³,646,d i u ³¹ f o ²³,
979,189-646,Changsha,,"the body hair (hair or fur)",189,189,təu¹³fa²⁴,646,t ə u ¹³ f a ²⁴,
980,189-646,Nanchang,,"the body hair (hair or fur)",189,189,tʰɛn²⁴fat⁵,646,tʰ ɛ n ²⁴ f a t ⁵,
981,189-647,Meixian,,"the body hair (hair or fur)",189,189,tʰɛu¹²na¹²mau⁴⁴,647,tʰ ɛ u ¹² n a ¹² m a u ⁴⁴,
982,189-646,Guangzhou,,"the body hair (hair or fur)",189,189,tʰɐu²¹at³³,646,tʰ ɐ u ²¹ a t ³³,
983,189-648,Yangjiang,,"the body hair (hair or fur)",189,189,tʰɐu⁴⁴³mou⁴⁴³,648,tʰ ɐ u ⁴⁴³ m o u ⁴⁴³,
984,189-648,Xiamen,,"the body hair (hair or fur)",189,189,tʰau²⁴₃₃mῃ²⁴,648,tʰ a u ²⁴ m ŋ̍ ²⁴,
985,189-648,Chaozhou,,"the body hair (hair or fur)",189,189,tʰau⁵⁵₂₁₃mo⁵⁵,648,tʰ a u ⁵⁵ m o ⁵⁵,
986,189-646,Fuzhou,,"the body hair (hair or fur)",189,189,tʰan⁵²₃₁uɔʔ²³,646,tʰ a n ⁵² u ɔ ʔ ²³,
987,1304-808,Beijing,,"the child (young human)",1304,1304,ɕiau²¹⁴₂₁xair³⁵,808,ɕ i a u ²¹⁴ x a i r ³⁵,
988,1304-808,Jinan,,"the child (young human)",1304,1304,ɕiɔ⁵⁵xɛr⁴²,808,ɕ i ɔ ⁵⁵ x ɛ r ⁴²,
989,1304-808,Shenyang,,"the child (young human)",1304,1304,ɕiau²¹³₂₁xair³⁵,808,ɕ i a u ²¹³ x a i r ³⁵,
990,1304-809,Shenyang,,"the child (young human)",1304,1304,ɕiau²¹³₂₁kar³³,809,ɕ i a u ²¹³ k a r ³³,
991,1304-817,Xian,,"the child (young human)",1304,1304,uɑ⁴⁵,817,u ɑ ⁴⁵,
992,1304-810,Xian,,"the child (young human)",1304,1304,ɕiɑu⁵³uɑ⁰,810,ɕ i ɑ u ⁵³ u ɑ ⁰,
993,1304-812,Chengdu,,"the child (young human)",1304,1304,ɕiau⁵³ua³¹ɚ³¹₄₄,812,ɕ i a u ⁵³ u a ³¹ ə˞ ³¹,
994,1304-811,Kunming,,"the child (young human)",1304,1304,ɕiau⁵³ua³¹ua³¹₄₄,811,ɕ i a u ⁵³ u a ³¹ u a ³¹,
995,1304-813,Hefei,,"the child (young human)",1304,1304,ɕiɔ²⁴ia⁵⁵tsə⁰,813,ɕ i ɔ ²⁴ i a ⁵⁵ ts ə ⁰,
996,1304-814,Yangzhou,,"the child (young human)",1304,1304,ɕiɔ⁴²ɕiɑ³⁴tsɛ⁰,814,ɕ i ɔ ⁴² ɕ i ɑ ³⁴ ts ɛ ⁰,
997,1304-815,Suzhou,,"the child (young human)",1304,1304,siæ⁴¹kø⁴⁴₃₅,815,s i æ ⁴¹ k ø ⁴⁴,
998,1304-816,Suzhou,,"the child (young human)",1304,1304,siæ⁴¹ȵin²⁴,816,s i æ ⁴¹ nʲ i n ²⁴,
999,1304-818,Wenzhou,,"the child (young human)",1304,1304,sei⁴²ῃ³¹,818,s e i ⁴² ŋ̍ ³¹,
1000,1304-819,Changsha,,"the child (young human)",1304,1304,ɕi⁵⁵ŋa¹³tsๅ⁰,819,ɕ i ⁵⁵ ŋ a ¹³ ts ɿ ⁰,
1001,1304-821,Nanchang,,"the child (young human)",1304,1304,ɕi⁵⁵ȵin⁵⁵tsๅ⁰,821,ɕ i ⁵⁵ nʲ i n ⁵⁵ ts ɿ ⁰,
1002,1304-819,Nanchang,,"the child (young human)",1304,1304,ɕi⁵⁵ŋa⁵⁵tsๅ⁰,819,ɕ i ⁵⁵ ŋ a ⁵⁵ ts ɿ ⁰,
1003,1304-822,Meixian,,"the child (young human)",1304,1304,sɛ⁴²lau³¹kɔ⁴⁴,822,s ɛ ⁴² l a u ³¹ k ɔ ⁴⁴,
1004,1304-820,Meixian,,"the child (young human)",1304,1304,sɛ⁴²ȵin¹²,820,s ɛ ⁴² nʲ i n ¹²,
1005,1304-823,Guangzhou,,"the child (young human)",1304,1304,ʃɐi³³lou²³₃₅kɔ⁵³,823,ʃ ɐ i ³³ l o u ²³ k ɔ ⁵³,
1006,1304-824,Guangzhou,,"the child (young human)",1304,1304,ʃɐm⁵³mɐn⁵⁵tʃɐi³⁵,824,ʃ ɐ m ⁵³ m ɐ n ⁵⁵ tʃ ɐ i ³⁵,
1007,1304-825,Yangjiang,,"the child (young human)",1304,1304,ʃɐi²⁴tʃɐi²¹,825,ʃ ɐ i ²⁴ tʃ ɐ i ²¹,
1008,1304-828,Xiamen,,"the child (young human)",1304,1304,gin⁵¹₅₅a⁵¹,828,g i n ⁵¹ a ⁵¹,
1009,1304-829,Chaozhou,,"the child (young human)",1304,1304,nou³³₂₃kĩã⁵³,829,n o u ³³ k ĩ ã ∼ ⁵³,
1010,1304-830,Fuzhou,,"the child (young human)",1304,1304,nie⁵²₃₁iaŋ³¹,830,n i e ⁵² i a ŋ ³¹,
1011,1357-901,Beijing,,"the daughter",1357,1357,kuei⁵⁵ny⁰,901,k u e i ⁵⁵ n y ⁰,
1012,1357-905,Beijing,,"the daughter",1357,1357,ku⁵⁵niaŋ⁰,905,k u ⁵⁵ n i a ŋ ⁰,
1013,1357-906,Beijing,,"the daughter",1357,1357,ia⁵⁵tʰou⁰,906,i a ⁵⁵ tʰ o u ⁰,
1014,1357-903,Beijing,,"the daughter",1357,1357,ny²¹⁴₂₁xuar⁰,903,n y ²¹⁴ x u a r ⁰,
1015,1357-901,Jinan,,"the daughter",1357,1357,kuei²¹³ȵy⁰,901,k u e i ²¹³ nʲ y ⁰,
1016,1357-907,Jinan,,"the daughter",1357,1357,ɕiɔ⁵⁵ȵir²¹³,907,ɕ i ɔ ⁵⁵ nʲ i r ²¹³,
1017,1357-905,Shenyang,,"the daughter",1357,1357,ku³³ȵiaŋ⁰,905,k u ³³ nʲ i a ŋ ⁰,
1018,1357-906,Shenyang,,"the daughter",1357,1357,ia³³tʰou⁰,906,i a ³³ tʰ o u ⁰,
1019,1357-904,Xian,,"the daughter",1357,1357,ȵy⁵³ɚ⁰,904,nʲ y ⁵³ ə˞ ⁰,
1020,1357-902,Chengdu,,"the daughter",1357,1357,ȵyər⁵³,902,nʲ y ə r ⁵³,
1021,1357-908,Kunming,,"the daughter",1357,1357,nuãr³¹,908,n u ã ∼ r ³¹,
1022,1357-905,Kunming,,"the daughter",1357,1357,ku⁴⁴niã³¹₄₄,905,k u ⁴⁴ n i ã ∼ ³¹,
1023,1357-904,Hefei,,"the daughter",1357,1357,ny²⁴a⁰,904,n y ²⁴ a ⁰,
1024,1357-904,Yangzhou,,"the daughter",1357,1357,ly⁴²ɑ⁰,904,l y ⁴² ɑ ⁰,
1025,1357-910,Suzhou,,"the daughter",1357,1357,nø²⁴₂₂ῃ³¹₃₃,910,n ø ²⁴ ŋ̍ ³¹,
1026,1357-909,Wenzhou,,"the daughter",1357,1357,na³¹ῃ⁰,909,n a ³¹ ŋ̍ ⁰,
1027,1357-902,Changsha,,"the daughter",1357,1357,ȵy⁴¹,902,nʲ y ⁴¹,
1028,1357-911,Changsha,,"the daughter",1357,1357,mei²¹tsๅ⁰,911,m e i ²¹ ts ɿ ⁰,
1029,1357-902,Nanchang,,"the daughter",1357,1357,ȵy²¹³,902,nʲ y ²¹³,
1030,1357-902,Meixian,,"the daughter",1357,1357,ȵi³¹,902,nʲ i ³¹,
1031,1357-912,Meixian,,"the daughter",1357,1357,ῃ³¹,912,ŋ̍ ³¹,
1032,1357-902,Guangzhou,,"the daughter",1357,1357,nøy²³₃₅,902,n ø y ²³,
1033,1357-914,Yangjiang,,"the daughter",1357,1357,fun⁴⁴³tʃɐi²¹,914,f u n ⁴⁴³ tʃ ɐ i ²¹,
1034,1357-913,Xiamen,,"the daughter",1357,1357,tsa²⁴₃₃bɔ⁵¹₅₅kĩã⁵¹,913,ts a ²⁴ b ɔ ⁵¹ k ĩ ã ∼ ⁵¹,
1035,1357-916,Chaozhou,,"the daughter",1357,1357,tsau⁵³₂₄kĩã⁵³,916,ts a u ⁵³ k ĩ ã ∼ ⁵³,
1036,1357-917,Fuzhou,,"the daughter",1357,1357,tsy⁴⁴nøyŋ⁵²ŋiaŋ³¹,917,ts y ⁴⁴ n ø y ŋ ⁵² ŋ i a ŋ ³¹,
1037,1977-62,Beijing,,"the dew",1977,1977,lu⁵¹ʂueir²¹⁴,62,l u ⁵¹ ʂ u e i r ²¹⁴,
1038,1977-62,Jinan,,"the dew",1977,1977,lu²¹ʂuei⁰,62,l u ²¹ ʂ u e i ⁰,
1039,1977-62,Shenyang,,"the dew",1977,1977,lu⁴¹suei⁰,62,l u ⁴¹ s u e i ⁰,
1040,1977-62,Xian,,"the dew",1977,1977,lou⁴⁵fei⁵³,62,l o u ⁴⁵ f e i ⁵³,
1041,1977-62,Chengdu,,"the dew",1977,1977,nu¹³suei⁵³,62,n u ¹³ s u e i ⁵³,
1042,1977-62,Kunming,,"the dew",1977,1977,lu¹³ʂue⁵³,62,l u ¹³ ʂ u e ⁵³,
1043,1977-62,Hefei,,"the dew",1977,1977,nu⁵³ʂui⁰,62,n u ⁵³ ʂ u i ⁰,
1044,1977-62,Yangzhou,,"the dew",1977,1977,lu⁵⁵suəi⁴²,62,l u ⁵⁵ s u ə i ⁴²,
1045,1977-62,Suzhou,,"the dew",1977,1977,ləu³¹₂₂sʮ⁴¹₄₄,62,l ə u ³¹ s ʮ ⁴¹,
1046,1977-62,Wenzhou,,"the dew",1977,1977,ləu¹¹sɿ⁴⁵,62,l ə u ¹¹ s ɿ ⁴⁵,
1047,1977-62,Changsha,,"the dew",1977,1977,ləu²¹ɕyei⁴¹,62,l ə u ²¹ ɕ y e i ⁴¹,
1048,1977-62,Nanchang,,"the dew",1977,1977,lu³¹sui²¹³,62,l u ³¹ s u i ²¹³,
1049,1977-62,Meixian,,"the dew",1977,1977,lu⁴²sui³¹,62,l u ⁴² s u i ³¹,
1050,1977-62,Guangzhou,,"the dew",1977,1977,lou²²ʃøy³⁵,62,l o u ²² ʃ ø y ³⁵,
1051,1977-63,Yangjiang,,"the dew",1977,1977,mou⁴⁵⁴ʃui²¹,63,m o u ⁴⁵⁴ ʃ u i ²¹,
1052,1977-62,Xiamen,,"the dew",1977,1977,lɔ³³₁₁tsui⁵¹,62,l ɔ ³³ ts u i ⁵¹,
