ID,Cognateset_ID,Language_ID,ISO639P3code,Gloss,Concepticon_ID,Parameter_ID,Form,Class,Segments,Comment
555,1494-1013,Kunming,,"die",1494,1494,pu³¹ʦæ²¹²lə,1013,p u ³¹ ts æ ²¹² l ə,
556,1494-1023,Kunming,,"die",1494,1494,ʨʰjɔ⁴⁴ʨjo³¹lə⁵³,1023,tɕʰ j ɔ ⁴⁴ tɕ j o ³¹ l ə ⁵³,
557,1494-999,Shanghai,,"die",1494,1494,ɕi³⁵tʰəʔ⁵ləʔ¹,999,ɕ i ³⁵ tʰ ə ʔ ⁵ l ə ʔ ¹,
558,1494-1027,Shanghai,,"die",1494,1494,m̩¹³məʔ⁵ləʔ¹,1027,m̩ ¹³ m ə ʔ ⁵ l ə ʔ ¹,
559,1230-223,Changsha,,"dirty",1230,1230,la²⁴tʰa²⁴,223,l a ²⁴ tʰ a ²⁴,
560,1230-224,Changsha,,"dirty",1230,1230,la⁴¹fu¹³,224,l a ⁴¹ f u ¹³,
561,1230-225,Guiyang,,"dirty",1230,1230,la²¹tʰa²¹,225,l a ²¹ tʰ a ²¹,
562,1230-226,Guiyang,,"dirty",1230,1230,ʦaŋ⁵⁵,226,ts a ŋ ⁵⁵,
563,1230-228,Xiamen,,"dirty",1230,1230,law³⁵sjɔŋ³⁵,228,l a w ³⁵ s j ɔ ŋ ³⁵,
564,1230-226,Hefei,,"dirty",1230,1230,ʦɑ̃,226,ts ɑ̃ ∼,
565,1230-229,Hefei,,"dirty",1230,1230,ʂəʔ⁵ləŋ,229,ʂ ə ʔ ⁵ l ə ŋ,
566,1230-230,Hefei,,"dirty",1230,1230,u²¹ʦɔ,230,u ²¹ ts ɔ,
567,1230-226,Jinan,,"dirty",1230,1230,ʦaŋ²¹³,226,ts a ŋ ²¹³,
568,1230-223,Jinan,,"dirty",1230,1230,la²¹³tʰa,223,l a ²¹³ tʰ a,
569,1230-232,Jinan,,"dirty",1230,1230,ŋa²¹³ʦa,232,ŋ a ²¹³ ts a,
570,1230-233,Hangzhou,,"dirty",1230,1230,foŋ⁴⁴⁵,233,f o ŋ ⁴⁴⁵,
571,1230-234,Hangzhou,,"dirty",1230,1230,ʔoʔ⁵ʦʰoʔ⁵,234,ʔ o ʔ ⁵ tsʰ o ʔ ⁵,
572,1230-230,Guangzhou,,"dirty",1230,1230,wu⁵⁵ʦow⁵³,230,w u ⁵⁵ ts o w ⁵³,
573,1230-223,Guangzhou,,"dirty",1230,1230,lat²tʰat³,223,l a t ² tʰ a t ³,
574,1230-232,Nanchang,,"dirty",1230,1230,ŋɑ⁴²ʦɑ⁰²,232,ŋ ɑ ⁴² ts ɑ ⁰²,
575,1230-223,Nanchang,,"dirty",1230,1230,laʔ⁵tʰaʔ⁰²,223,l a ʔ ⁵ tʰ a ʔ ⁰²,
576,1230-226,Chengdu,,"dirty",1230,1230,ʦaŋ⁵⁵,226,ts a ŋ ⁵⁵,
577,1230-235,Chengdu,,"dirty",1230,1230,ɕi⁵⁵ʦaŋ⁵⁵,235,ɕ i ⁵⁵ ts a ŋ ⁵⁵,
578,1230-234,Chengdu,,"dirty",1230,1230,o³¹ʦʰo³¹,234,o ³¹ tsʰ o ³¹,
579,1230-223,Chengdu,,"dirty",1230,1230,na³¹tʰa³¹,223,n a ³¹ tʰ a ³¹,
580,1230-236,Chengdu,,"dirty",1230,1230,wa⁵⁵njan³¹,236,w a ⁵⁵ n j a n ³¹,
581,1230-237,Taoyuan,,"dirty",1230,1230,zəʔ²ʦɒ̃¹¹,237,z ə ʔ ² ts ɒ̃ ∼ ¹¹,
582,1230-231,Taoyuan,,"dirty",1230,1230,ɣa¹¹ʦa¹¹,231,ɣ a ¹¹ ts a ¹¹,
583,1230-223,Shexian,,"dirty",1230,1230,la²¹tʰaʔ²¹,223,l a ²¹ tʰ a ʔ ²¹,
584,1230-226,Beijing,,"dirty",1230,1230,ʦɑŋ⁵⁵,226,ts ɑ ŋ ⁵⁵,
585,1230-226,Kunming,,"dirty",1230,1230,ʦᴀ̃⁴⁴,226,ts ã ∼ ⁴⁴,
586,1230-227,Kunming,,"dirty",1230,1230,ʦᴀ̃⁴⁴pᴀ⁴⁴lᴀ⁴⁴ʂʅ⁴⁴,227,ts ã ∼ ⁴⁴ p a ⁴⁴ l a ⁴⁴ ʂ ʅ ⁴⁴,
587,1230-234,Shanghai,,"dirty",1230,1230,oʔ⁵ʦʰoʔ⁵,234,o ʔ ⁵ tsʰ o ʔ ⁵,
588,597-886,Meixian,,"doctor",597,597,i⁴⁴sen⁴⁴,886,i ⁴⁴ s e n ⁴⁴,
589,597-886,Changsha,,"doctor",597,597,i³³sən³³,886,i ³³ s ə n ³³,
590,597-888,Changsha,,"doctor",597,597,lan¹³t͡ʂoŋ³³,888,l a n ¹³ ʈʂ o ŋ ³³,
591,597-886,Guiyang,,"doctor",597,597,i⁵⁵sen⁵⁵,886,i ⁵⁵ s e n ⁵⁵,
592,597-887,Guiyang,,"doctor",597,597,i⁵⁵sɿ⁵⁵,887,i ⁵⁵ s ɿ ⁵⁵,
593,597-889,Guiyang,,"doctor",597,597,ɕjan⁵⁵sen⁵⁵,889,ɕ j a n ⁵⁵ s e n ⁵⁵,
594,597-886,Xiamen,,"doctor",597,597,i⁵⁵siŋ⁵⁵,886,i ⁵⁵ s i ŋ ⁵⁵,
595,597-889,Xiamen,,"doctor",597,597,sjan⁵⁵sĩ⁵⁵,889,s j a n ⁵⁵ s ĩ ∼ ⁵⁵,
596,597-886,Hefei,,"doctor",597,597,zɿ²¹sən,886,z ɿ ²¹ s ə n,
597,597-890,Jinan,,"doctor",597,597,tɛ²¹fu,890,t ɛ ²¹ f u,
598,597-889,Jinan,,"doctor",597,597,ɕjã²¹³ʂəŋ,889,ɕ j ã ∼ ²¹³ ʂ ə ŋ,
599,597-886,Hangzhou,,"doctor",597,597,ʔi³³sen³³,886,ʔ i ³³ s e n ³³,
600,597-892,Hangzhou,,"doctor",597,597,lɑŋ²¹³ʦoŋ³³,892,l ɑ ŋ ²¹³ ts o ŋ ³³,
601,597-886,Guangzhou,,"doctor",597,597,ji⁵⁵sɐŋ⁵⁵,886,j i ⁵⁵ s ɐ ŋ ⁵⁵,
602,597-886,Nanchang,,"doctor",597,597,i⁴²sɛn⁴²,886,i ⁴² s ɛ n ⁴²,
603,597-888,Nanchang,,"doctor",597,597,lɔŋ⁴⁵ʦuŋ⁴²,888,l ɔ ŋ ⁴⁵ ts u ŋ ⁴²,
604,597-886,Chengdu,,"doctor",597,597,i⁵⁵sən⁵⁵,886,i ⁵⁵ s ə n ⁵⁵,
605,597-889,Taoyuan,,"doctor",597,597,ɕje¹¹səŋ¹¹,889,ɕ j e ¹¹ s ə ŋ ¹¹,
606,597-886,Taoyuan,,"doctor",597,597,i¹¹səŋ¹¹,886,i ¹¹ s ə ŋ ¹¹,
607,597-890,Taoyuan,,"doctor",597,597,taj⁵³fu¹¹,890,t a j ⁵³ f u ¹¹,
608,597-889,Shexian,,"doctor",597,597,se³¹sɛ,889,s e ³¹ s ɛ,
609,597-888,Shexian,,"doctor",597,597,la⁴⁴ʦʌ̃³¹,888,l a ⁴⁴ ts ʌ̃ ∼ ³¹,
610,597-886,Beijing,,"doctor",597,597,i⁵⁵ʂəŋ²,886,i ⁵⁵ ʂ ə ŋ ²,
611,597-890,Beijing,,"doctor",597,597,taj⁵¹fu¹,890,t a j ⁵¹ f u ¹,
612,597-886,Kunming,,"doctor",597,597,i⁴⁴sə̃⁴⁴,886,i ⁴⁴ s ə̃ ∼ ⁴⁴,
613,597-886,Shanghai,,"doctor",597,597,i⁵³sã⁵³,886,i ⁵³ s ã ∼ ⁵³,
614,2185-442,Meixian,,"doorsills",2185,2185,mun¹¹ton⁵³,442,m u n ¹¹ t o n ⁵³,
615,2185-443,Changsha,,"doorsills",2185,2185,mən¹³kʰan⁴¹,443,m ə n ¹³ kʰ a n ⁴¹,
616,2185-443,Guiyang,,"doorsills",2185,2185,men²¹kʰan⁴²,443,m e n ²¹ kʰ a n ⁴²,
617,2185-447,Xiamen,,"doorsills",2185,2185,hɔ²²tiŋ²²,447,h ɔ ²² t i ŋ ²²,
618,2185-443,Hefei,,"doorsills",2185,2185,mən⁵⁵kʰæ̃²⁴,443,m ə n ⁵⁵ kʰ æ̃ ∼ ²⁴,
619,2185-445,Jinan,,"doorsills",2185,2185,mẽ⁴²ʨʰjã²¹ʦɿ,445,m ẽ ∼ ⁴² tɕʰ j ã ∼ ²¹ ts ɿ,
620,2185-443,Hangzhou,,"doorsills",2185,2185,men²¹³kʰᴇ̃⁵³,443,m e n ²¹³ kʰ ɛ̃ ∼ ⁵³,
621,2185-443,Guangzhou,,"doorsills",2185,2185,mun²¹hɐm,443,m u n ²¹ h ɐ m,
622,2185-443,Nanchang,,"doorsills",2185,2185,mɨn⁴⁵kan⁰⁴,443,m ɨ n ⁴⁵ k a n ⁰⁴,
623,2185-444,Chengdu,,"doorsills",2185,2185,mən³¹kʰan⁵³,444,m ə n ³¹ kʰ a n ⁵³,
624,2185-446,Taoyuan,,"doorsills",2185,2185,məŋ¹¹ɕje⁴⁵ɕje⁴⁵,446,m ə ŋ ¹¹ ɕ j e ⁴⁵ ɕ j e ⁴⁵,
625,2185-444,Shexian,,"doorsills",2185,2185,mʌ̃⁴⁴kʰɛ³⁵,444,m ʌ̃ ∼ ⁴⁴ kʰ ɛ ³⁵,
626,2185-443,Beijing,,"doorsills",2185,2185,mən³⁵kʰar²¹⁴,443,m ə n ³⁵ kʰ a r ²¹⁴,
627,2185-443,Kunming,,"doorsills",2185,2185,mə̃³¹kʰᴀ̃⁵³,443,m ə̃ ∼ ³¹ kʰ ã ∼ ⁵³,
628,2185-444,Shanghai,,"doorsills",2185,2185,məŋ¹³kʰe³⁵,444,m ə ŋ ¹³ kʰ e ³⁵,
629,1705-340,Meixian,,"eight",1705,1705,pat¹,340,p a t ¹,
630,1705-340,Changsha,,"eight",1705,1705,pa²⁴,340,p a ²⁴,
631,1705-340,Guiyang,,"eight",1705,1705,pa²¹,340,p a ²¹,
632,1705-340,Xiamen,,"eight",1705,1705,pweʔ³²,340,p w e ʔ ³²,
633,1705-340,Hefei,,"eight",1705,1705,pɐʔ⁵,340,p ɐ ʔ ⁵,
634,1705-340,Jinan,,"eight",1705,1705,pa²¹³,340,p a ²¹³,
635,1705-340,Hangzhou,,"eight",1705,1705,pɑʔ⁵,340,p ɑ ʔ ⁵,
636,1705-340,Guangzhou,,"eight",1705,1705,pat³,340,p a t ³,
637,1705-340,Nanchang,,"eight",1705,1705,paʔ⁵,340,p a ʔ ⁵,
638,1705-340,Chengdu,,"eight",1705,1705,pa³¹,340,p a ³¹,
639,1705-340,Taoyuan,,"eight",1705,1705,paʔ²,340,p a ʔ ²,
640,1705-340,Shexian,,"eight",1705,1705,paʔ²¹,340,p a ʔ ²¹,
641,1705-340,Beijing,,"eight",1705,1705,pa⁵⁵,340,p a ⁵⁵,
642,1705-340,Kunming,,"eight",1705,1705,pᴀ³¹,340,p a ³¹,
643,1705-340,Shanghai,,"eight",1705,1705,paʔ⁵,340,p a ʔ ⁵,
644,1706-344,Meixian,,"eleven",1706,1706,səp⁵it¹,344,s ə p ⁵ i t ¹,
645,1706-344,Changsha,,"eleven",1706,1706,ʂʅ²⁴i²⁴,344,ʂ ʅ ²⁴ i ²⁴,
646,1706-344,Guiyang,,"eleven",1706,1706,sɿ²¹i²¹,344,s ɿ ²¹ i ²¹,
647,1706-344,Xiamen,,"eleven",1706,1706,ʦap⁵it³²,344,ts a p ⁵ i t ³²,
648,1706-344,Hefei,,"eleven",1706,1706,ʂəʔ⁵jəʔ⁵,344,ʂ ə ʔ ⁵ j ə ʔ ⁵,
649,1706-344,Jinan,,"eleven",1706,1706,ʂʅ⁴²i²¹³,344,ʂ ʅ ⁴² i ²¹³,
650,1706-344,Hangzhou,,"eleven",1706,1706,zəʔ²ʔjəʔ⁵,344,z ə ʔ ² ʔ j ə ʔ ⁵,
651,1706-344,Guangzhou,,"eleven",1706,1706,sɐp²jɐt⁵,344,s ɐ p ² j ɐ t ⁵,
652,1706-344,Nanchang,,"eleven",1706,1706,sɨʔ²iʔ⁵,344,s ɨ ʔ ² i ʔ ⁵,
653,1706-344,Chengdu,,"eleven",1706,1706,sɿ³¹i³¹,344,s ɿ ³¹ i ³¹,
654,1706-344,Taoyuan,,"eleven",1706,1706,səʔ⁵⁴jəʔ²,344,s ə ʔ ⁵⁴ j ə ʔ ²,
655,1706-344,Shexian,,"eleven",1706,1706,ɕi²²iʔ²¹,344,ɕ i ²² i ʔ ²¹,
656,1706-344,Beijing,,"eleven",1706,1706,ʂʅ³⁵i⁵⁵,344,ʂ ʅ ³⁵ i ⁵⁵,
657,1706-344,Kunming,,"eleven",1706,1706,ʂʅ³¹i³¹,344,ʂ ʅ ³¹ i ³¹,
658,1706-344,Shanghai,,"eleven",1706,1706,zəʔ¹jɪʔ⁵,344,z ə ʔ ¹ j ɪ ʔ ⁵,
659,1560-509,Meixian,,"face",1560,1560,mjen⁵³,509,m j e n ⁵³,
660,1560-510,Meixian,,"face",1560,1560,mjen⁵³sjoŋ⁵³,510,m j e n ⁵³ s j o ŋ ⁵³,
661,1560-514,Changsha,,"face",1560,1560,ljẽ⁴¹,514,l j ẽ ∼ ⁴¹,
662,1560-514,Guiyang,,"face",1560,1560,ljan⁴²,514,l j a n ⁴²,
663,1560-515,Guiyang,,"face",1560,1560,ljan⁴²pa⁵⁵,515,l j a n ⁴² p a ⁵⁵,
664,1560-511,Xiamen,,"face",1560,1560,bin²²na⁵³,511,b i n ²² n a ⁵³,
665,1560-509,Xiamen,,"face",1560,1560,bin²²,509,b i n ²²,
666,1560-514,Hefei,,"face",1560,1560,ljɪ̃²⁴,514,l j ɪ̃ ∼ ²⁴,
667,1560-514,Jinan,,"face",1560,1560,ljã⁵⁵,514,l j ã ∼ ⁵⁵,
668,1560-516,Hangzhou,,"face",1560,1560,ljᴇ̃⁵³kʰoŋ⁵³,516,l j ɛ̃ ∼ ⁵³ kʰ o ŋ ⁵³,
669,1560-509,Guangzhou,,"face",1560,1560,min²²,509,m i n ²²,
670,1560-514,Nanchang,,"face",1560,1560,ljɛn²¹³,514,l j ɛ n ²¹³,
671,1560-514,Chengdu,,"face",1560,1560,njan⁵³,514,n j a n ⁵³,
672,1560-519,Taoyuan,,"face",1560,1560,mi¹¹nje⁵³,519,m i ¹¹ n j e ⁵³,
673,1560-514,Taoyuan,,"face",1560,1560,lje⁵³,514,l j e ⁵³,
674,1560-513,Shexian,,"face",1560,1560,me²²ʨy³⁵,513,m e ²² tɕ y ³⁵,
675,1560-512,Shexian,,"face",1560,1560,me²²kʰwʌ̃³⁵,512,m e ²² kʰ w ʌ̃ ∼ ³⁵,
676,1560-514,Beijing,,"face",1560,1560,ljan²¹⁴,514,l j a n ²¹⁴,
677,1560-514,Kunming,,"face",1560,1560,ljɛ̃⁵³,514,l j ɛ̃ ∼ ⁵³,
678,1560-512,Shanghai,,"face",1560,1560,mi¹³kʰoŋ³⁵,512,m i ¹³ kʰ o ŋ ³⁵,
679,1279-194,Meixian,,"fat",1279,1279,pʰi¹¹,194,pʰ i ¹¹,
680,1279-195,Changsha,,"fat",1279,1279,ʨɥan⁵⁵,195,tɕ ɥ a n ⁵⁵,
681,1279-196,Changsha,,"fat",1279,1279,pʰan⁵⁵,196,pʰ a n ⁵⁵,
682,1279-196,Guiyang,,"fat",1279,1279,pʰaŋ²¹³,196,pʰ a ŋ ²¹³,
683,1279-194,Xiamen,,"fat",1279,1279,pwi³⁵,194,p w i ³⁵,
684,1279-196,Hefei,,"fat",1279,1279,pʰɑ̃⁵³,196,pʰ ɑ̃ ∼ ⁵³,
685,1279-196,Jinan,,"fat",1279,1279,pʰaŋ²¹,196,pʰ a ŋ ²¹,
686,1279-195,Hangzhou,,"fat",1279,1279,ʦɥɑŋ⁴⁴⁵,195,ts ɥ ɑ ŋ ⁴⁴⁵,
687,1279-196,Hangzhou,,"fat",1279,1279,pʰɑŋ⁴⁴⁵,196,pʰ ɑ ŋ ⁴⁴⁵,
688,1279-194,Guangzhou,,"fat",1279,1279,fej²¹,194,f e j ²¹,
689,1279-196,Nanchang,,"fat",1279,1279,pʰɔŋ²¹³,196,pʰ ɔ ŋ ²¹³,
690,1279-196,Chengdu,,"fat",1279,1279,pʰaŋ¹³,196,pʰ a ŋ ¹³,
691,1279-197,Taoyuan,,"fat",1279,1279,zəw⁴⁵,197,z ə w ⁴⁵,
692,1279-195,Shexian,,"fat",1279,1279,ʦo³²⁴,195,ts o ³²⁴,
693,1279-196,Shexian,,"fat",1279,1279,pʰo³²⁴,196,pʰ o ³²⁴,
694,1279-196,Beijing,,"fat",1279,1279,pʰɑŋ⁵¹,196,pʰ ɑ ŋ ⁵¹,
695,1279-196,Kunming,,"fat",1279,1279,pʰᴀ̃²¹²,196,pʰ ã ∼ ²¹²,
696,1279-195,Shanghai,,"fat",1279,1279,ʦɑ̃³,195,ts ɑ̃ ∼ ³,
697,1279-196,Shanghai,,"fat",1279,1279,pʰɑ̃³⁵,196,pʰ ɑ̃ ∼ ³⁵,
698,1217-622,Meixian,,"father",1217,1217,a⁴⁴pa⁴⁴,622,a ⁴⁴ p a ⁴⁴,
699,1217-628,Meixian,,"father",1217,1217,ja¹¹e,628,j a ¹¹ e,
700,1217-631,Changsha,,"father",1217,1217,tje³³tje,631,t j e ³³ t j e,
701,1217-627,Changsha,,"father",1217,1217,ja¹³ja,627,j a ¹³ j a,
702,1217-629,Changsha,,"father",1217,1217,ja¹³law⁴¹kõ³³,629,j a ¹³ l a w ⁴¹ k õ ∼ ³³,
703,1217-625,Guiyang,,"father",1217,1217,pa²¹pa,625,p a ²¹ p a,
704,1217-630,Guiyang,,"father",1217,1217,tjɛ⁵⁵,630,t j ɛ ⁵⁵,
705,1217-637,Guiyang,,"father",1217,1217,la⁴²ʦej⁴²,637,l a ⁴² ts e j ⁴²,
706,1217-634,Xiamen,,"father",1217,1217,law²²pe²²,634,l a w ²² p e ²²,
707,1217-640,Xiamen,,"father",1217,1217,hu²²ʦʰin⁵⁵,640,h u ²² tsʰ i n ⁵⁵,
708,1217-622,Xiamen,,"father",1217,1217,a⁵⁵pa²²,622,a ⁵⁵ p a ²²,
709,1217-641,Hefei,,"father",1217,1217,pɐʔ⁵pɐʔ⁵,641,p ɐ ʔ ⁵ p ɐ ʔ ⁵,
710,1217-630,Jinan,,"father",1217,1217,tjə²¹³,630,t j ə ²¹³,
711,1217-625,Jinan,,"father",1217,1217,pa²¹pa,625,p a ²¹ p a,
712,1217-642,Jinan,,"father",1217,1217,ta⁴²ta,642,t a ⁴² t a,
713,1217-625,Hangzhou,,"father",1217,1217,pɑ³³pɑ³³,625,p ɑ ³³ p ɑ ³³,
714,1217-625,Guangzhou,,"father",1217,1217,pa²¹pa⁵⁵,625,p a ²¹ p a ⁵⁵,
715,1217-638,Guangzhou,,"father",1217,1217,low²³tɐw²²,638,l o w ²³ t ɐ w ²²,
716,1217-624,Nanchang,,"father",1217,1217,pɑʔ⁵,624,p ɑ ʔ ⁵,
717,1217-625,Nanchang,,"father",1217,1217,pɑʔ⁵pɑʔ⁰²,625,p ɑ ʔ ⁵ p ɑ ʔ ⁰²,
718,1217-626,Nanchang,,"father",1217,1217,jɑ⁴⁵,626,j ɑ ⁴⁵,
719,1217-624,Chengdu,,"father",1217,1217,pa³¹,624,p a ³¹,
720,1217-625,Chengdu,,"father",1217,1217,pa³¹pa,625,p a ³¹ p a,
721,1217-635,Chengdu,,"father",1217,1217,naw⁵³pa³¹ʦɿ⁵³,635,n a w ⁵³ p a ³¹ ts ɿ ⁵³,
722,1217-630,Chengdu,,"father",1217,1217,tje⁵⁵,630,t j e ⁵⁵,
723,1217-636,Chengdu,,"father",1217,1217,naw⁵³je³¹ʦɿ⁵³,636,n a w ⁵³ j e ³¹ ts ɿ ⁵³,
724,1217-639,Taoyuan,,"father",1217,1217,law⁵³ʦəʔ,639,l a w ⁵³ ts ə ʔ,
725,1217-624,Taoyuan,,"father",1217,1217,pa⁴⁵,624,p a ⁴⁵,
726,1217-643,Shexian,,"father",1217,1217,sja³²⁴,643,s j a ³²⁴,
727,1217-626,Shexian,,"father",1217,1217,je⁴⁴,626,j e ⁴⁴,
728,1217-630,Beijing,,"father",1217,1217,tjɛ⁵⁵,630,t j ɛ ⁵⁵,
729,1217-624,Beijing,,"father",1217,1217,pa⁵¹,624,p a ⁵¹,
730,1217-636,Beijing,,"father",1217,1217,lɑw²¹⁴jɛ³⁵ʦɿ³,636,l ɑ w ²¹⁴ j ɛ ³⁵ ts ɿ ³,
731,1217-630,Kunming,,"father",1217,1217,tjɛ⁴⁴,630,t j ɛ ⁴⁴,
732,1217-631,Shanghai,,"father",1217,1217,tja⁵³tja⁵³,631,t j a ⁵³ t j a ⁵³,
733,1217-623,Shanghai,,"father",1217,1217,aʔ⁵paʔ⁵,623,a ʔ ⁵ p a ʔ ⁵,
734,1217-626,Shanghai,,"father",1217,1217,ɦja¹³,626,ɦ j a ¹³,
735,1896-574,Meixian,,"fingernail",1896,1896,su³¹ʦɿ³¹kap¹,574,s u ³¹ ts ɿ ³¹ k a p ¹,
736,1896-579,Changsha,,"fingernail",1896,1896,t͡ʂʅ²⁴ka²⁴ʦɿ,579,ʈʂ ʅ ²⁴ k a ²⁴ ts ɿ,
737,1896-578,Guiyang,,"fingernail",1896,1896,ʦɿ⁴²ʨja²¹,578,ts ɿ ⁴² tɕ j a ²¹,
738,1896-581,Xiamen,,"fingernail",1896,1896,ʦŋ̍⁵³kaʔ³²,581,ts ŋ̍ ⁵³ k a ʔ ³²,
739,1896-580,Hefei,,"fingernail",1896,1896,t͡ʂəʔ⁵ʨjɐʔ⁵kᴇ⁵³,580,ʈʂ ə ʔ ⁵ tɕ j ɐ ʔ ⁵ k ɛ ⁵³,
740,1896-580,Jinan,,"fingernail",1896,1896,t͡ʂʅ²¹³ʨjakɛr²¹,580,ʈʂ ʅ ²¹³ tɕ j a ⁰ k ɛ r ²¹,
741,1896-582,Guangzhou,,"fingernail",1896,1896,sɐt⁵tʰɐw²¹,582,s ɐ t ⁵ tʰ ɐ w ²¹,
742,1896-579,Nanchang,,"fingernail",1896,1896,ʦʔ⁵kaʔ⁰²ʦɿ⁰²,579,ts ʔ ⁵ k a ʔ ⁰² ts ɿ ⁰²,
743,1896-578,Chengdu,,"fingernail",1896,1896,ʦɿ⁵³ʨja³¹,578,ts ɿ ⁵³ tɕ j a ³¹,
744,1896-578,Taoyuan,,"fingernail",1896,1896,ʦəʔ²ʨjaʔ²,578,ts ə ʔ ² tɕ j a ʔ ²,
745,1896-574,Shexian,,"fingernail",1896,1896,ɕju³⁵ʦɿ³⁵kaʔ²¹,574,ɕ j u ³⁵ ts ɿ ³⁵ k a ʔ ²¹,
746,1896-578,Beijing,,"fingernail",1896,1896,t͡ʂʅ⁵⁵ʨja²,578,ʈʂ ʅ ⁵⁵ tɕ j a ²,
747,1896-578,Kunming,,"fingernail",1896,1896,t͡ʂʅ³¹ʨjᴀ³¹,578,ʈʂ ʅ ³¹ tɕ j a ³¹,
748,1896-576,Shanghai,,"fingernail",1896,1896,sɤ³⁵ʨjɪʔ⁵kʰaʔ⁵,576,s ɤ ³⁵ tɕ j ɪ ʔ ⁵ kʰ a ʔ ⁵,
749,1896-575,Shanghai,,"fingernail",1896,1896,sɤ³⁵ʦɿ³⁵kʰaʔ⁵,575,s ɤ ³⁵ ts ɿ ³⁵ kʰ a ʔ ⁵,
750,728-348,Meixian,,"first",728,728,tʰi⁵³it¹,348,tʰ i ⁵³ i t ¹,
751,728-348,Changsha,,"first",728,728,ti¹¹i²⁴,348,t i ¹¹ i ²⁴,
752,728-348,Guiyang,,"first",728,728,ti²¹³i²¹,348,t i ²¹³ i ²¹,
753,728-348,Xiamen,,"first",728,728,te²²it³²,348,t e ²² i t ³²,
754,728-348,Hefei,,"first",728,728,ʦɿ⁵³jəʔ⁵,348,ts ɿ ⁵³ j ə ʔ ⁵,
755,728-348,Jinan,,"first",728,728,ti²¹i²¹³,348,t i ²¹ i ²¹³,
756,728-348,Hangzhou,,"first",728,728,di¹³ʔjəʔ⁵,348,d i ¹³ ʔ j ə ʔ ⁵,
757,728-348,Guangzhou,,"first",728,728,tɐj²²jɐt⁵,348,t ɐ j ²² j ɐ t ⁵,
758,728-348,Nanchang,,"first",728,728,tʰi²¹iʔ⁵,348,tʰ i ²¹ i ʔ ⁵,
759,728-348,Chengdu,,"first",728,728,ti¹³i³¹,348,t i ¹³ i ³¹,
760,728-348,Taoyuan,,"first",728,728,ti⁴⁵jəʔ²,348,t i ⁴⁵ j ə ʔ ²,
761,728-348,Shexian,,"first",728,728,tʰi²²iʔ²¹,348,tʰ i ²² i ʔ ²¹,
762,728-348,Beijing,,"first",728,728,ti⁵¹i⁵⁵,348,t i ⁵¹ i ⁵⁵,
763,728-348,Kunming,,"first",728,728,ti²¹²i³¹,348,t i ²¹² i ³¹,
764,728-348,Shanghai,,"first",728,728,di¹³jɪʔ⁵,348,d i ¹³ j ɪ ʔ ⁵,
765,1473-554,Meixian,,"fist",1473,1473,kʰjan¹¹tʰew¹¹,554,kʰ j a n ¹¹ tʰ e w ¹¹,
766,1473-555,Changsha,,"fist",1473,1473,ʨɥẽ¹³təw¹³ku,555,tɕ ɥ ẽ ∼ ¹³ t ə w ¹³ k u,
767,1473-557,Guiyang,,"fist",1473,1473,tin²¹³ʦɿ⁴²,557,t i n ²¹³ ts ɿ ⁴²,
768,1473-559,Guiyang,,"fist",1473,1473,tʰo²¹tʰo⁵⁵,559,tʰ o ²¹ tʰ o ⁵⁵,
769,1473-556,Xiamen,,"fist",1473,1473,kun³⁵tʰaw³⁵bu⁵³,556,k u n ³⁵ tʰ a w ³⁵ b u ⁵³,
770,1473-554,Hefei,,"fist",1473,1473,ʨʰɥɪ̃⁵⁵tʰɯ,554,tɕʰ ɥ ɪ̃ ∼ ⁵⁵ tʰ ɯ,
771,1473-554,Jinan,,"fist",1473,1473,ʨʰɥã⁴²tʰow,554,tɕʰ ɥ ã ∼ ⁴² tʰ o w,
772,1473-553,Jinan,,"fist",1473,1473,ʨʰɥã⁴²,553,tɕʰ ɥ ã ∼ ⁴²,
773,1473-554,Hangzhou,,"fist",1473,1473,ʣɥõ²¹³dej²¹³,554,dz ɥ õ ∼ ²¹³ d e j ²¹³,
774,1473-554,Guangzhou,,"fist",1473,1473,kʰyn²¹tʰɐw²¹,554,kʰ y n ²¹ tʰ ɐ w ²¹,
775,1473-554,Nanchang,,"fist",1473,1473,ʨʰɥɵn²⁴tʰɛw⁰⁴,554,tɕʰ ɥ ɵ n ²⁴ tʰ ɛ w ⁰⁴,
776,1473-557,Chengdu,,"fist",1473,1473,tin¹³ʦɿ,557,t i n ¹³ ts ɿ,
777,1473-558,Chengdu,,"fist",1473,1473,tʰo³¹ʦɿ⁵³,558,tʰ o ³¹ ts ɿ ⁵³,
778,1473-560,Taoyuan,,"fist",1473,1473,kəʔ⁵⁴tu¹¹,560,k ə ʔ ⁵⁴ t u ¹¹,
779,1473-561,Taoyuan,,"fist",1473,1473,ʦʰwej¹¹,561,tsʰ w e j ¹¹,
780,1473-561,Shexian,,"fist",1473,1473,ʨʰɥe⁴⁴,561,tɕʰ ɥ e ⁴⁴,
781,1473-562,Shexian,,"fist",1473,1473,ʨʰɥe⁴⁴tʰju⁴⁴,562,tɕʰ ɥ e ⁴⁴ tʰ j u ⁴⁴,
782,1473-554,Beijing,,"fist",1473,1473,ʨʰɥan³⁵tʰow³,554,tɕʰ ɥ a n ³⁵ tʰ o w ³,
